construction_type,new_construction,elevator,floors_in_the_building,floor_area,number_of_rooms,number_of_bathrooms,ceiling_height,floor,balcony,furniture,renovation,price,currency,datetime,reg_id,Latitude,Longitude
Monolith,1.0,1.0,11.0,82.0,3.0,1.0,2.7,9.0,Closed balcony,By agreement,Major Renovation,324.48,AMD,2023-06-20,1,40.220299,44.48818929999999
Panels,0.0,1.0,12.0,75.0,2.0,1.0,2.8,12.0,Closed balcony,By agreement,Old Renovation,104000.0,USD,2023-06-20,1,40.2057999,44.5062259
Monolith,0.0,1.0,14.0,262.0,8.0,3.0,2.8,1.0,Not available,Not available,Partial Renovation,185000.0,USD,2023-06-20,1,40.1686452,44.45749199999999
Panels,0.0,1.0,9.0,91.0,4.0,1.0,2.8,1.0,Not available,Available,Cosmetic Renovation,85000.0,USD,2023-06-20,1,40.1266369,44.5308067
Monolith,1.0,1.0,16.0,80.0,2.0,1.0,3.0,16.0,Open balcony,Available,Major Renovation,170000.0,USD,2023-06-20,1,40.1145846,44.2706023
Panels,0.0,1.0,15.0,62.0,3.0,1.0,2.8,10.0,Not available,Partial Furniture,Cosmetic Renovation,95000.0,USD,2023-06-20,1,40.210123,44.5091929
Stone,0.0,0.0,5.0,50.0,2.0,1.0,2.6,2.0,Closed balcony,Not available,Cosmetic Renovation,88000.0,USD,2023-06-20,1,40.1354426,44.5102789
Panels,0.0,1.0,14.0,100.0,4.0,1.0,2.75,6.0,Open balcony,By agreement,Cosmetic Renovation,120000.0,USD,2023-06-20,1,40.2153506,44.5848525
Stone,0.0,0.0,4.0,81.0,3.0,1.0,3.2,3.0,Multiple balconies,Not available,Partial Renovation,160000.0,USD,2023-06-20,1,40.1739979,44.5213035
Panels,0.0,1.0,14.0,37.0,2.0,1.0,2.7,9.0,Not available,Available,Designer Renovation,80000.0,USD,2023-06-20,1,40.2035392,44.503879
Monolith,1.0,1.0,11.0,160.0,4.0,2.0,3.2,2.0,Multiple balconies,,Euro Renovation,0.0,unknown,2023-06-20,1,40.1813324,44.5145872
Panels,0.0,1.0,16.0,92.0,3.0,1.0,2.75,16.0,Closed balcony,By agreement,Major Renovation,140000.0,USD,2023-06-20,1,40.1979912,44.4998781
Panels,0.0,1.0,16.0,80.0,4.0,1.0,2.75,14.0,Not available,Available,Major Renovation,122000.0,USD,2023-06-20,1,40.1634197,44.4445172
Stone,0.0,0.0,5.0,89.0,3.0,1.0,3.0,3.0,Open balcony,By agreement,Cosmetic Renovation,0.0,unknown,2023-06-20,1,40.1960995,44.485478
Panels,0.0,1.0,16.0,72.0,3.0,1.0,2.8,7.0,Open balcony,Not available,Major Renovation,94000.0,USD,2023-06-20,1,40.1763052,44.4457561
Monolith,1.0,1.0,12.0,41.0,2.0,1.0,2.75,10.0,Not available,Available,Major Renovation,86000.0,USD,2023-06-20,1,40.152739,44.4801535
Panels,0.0,1.0,9.0,90.0,3.0,1.0,2.75,8.0,Open balcony,By agreement,Old Renovation,540.8,AMD,2023-06-20,1,40.1847105,44.5092319
Panels,0.0,1.0,14.0,62.0,3.0,1.0,2.7,13.0,Not available,Available,Major Renovation,91000.0,USD,2023-06-20,1,40.1417905,44.5226384
Monolith,1.0,1.0,4.0,46.0,2.0,1.0,2.75,2.0,Open balcony,Not available,No Renovation,1600.0,USD,2023-06-20,1,40.1872023,44.515209
Monolith,1.0,1.0,9.0,74.0,3.0,1.0,3.0,2.0,Open balcony,Available,Major Renovation,165000.0,USD,2023-06-20,1,40.2057999,44.5062259
Panels,0.0,1.0,16.0,92.0,3.0,1.0,2.75,7.0,Closed balcony,By agreement,Cosmetic Renovation,120000.0,USD,2023-06-20,1,40.1979912,44.4998781
Monolith,1.0,1.0,15.0,53.0,1.0,1.0,3.0,12.0,Open balcony,Not available,Euro Renovation,210000.0,USD,2023-06-20,1,40.1818622,44.5089465
Panels,0.0,1.0,11.0,41.0,2.0,1.0,2.8,4.0,Not available,Not available,Euro Renovation,100000.0,USD,2023-06-20,1,40.1673332,44.5144414
Panels,0.0,1.0,14.0,118.0,4.0,1.0,2.8,11.0,Not available,Available,Major Renovation,125000.0,USD,2023-06-20,1,40.2197409,44.5720307
Stone,0.0,0.0,2.0,175.0,7.0,2.0,3.0,2.0,Open balcony,Available,Major Renovation,264000.0,USD,2023-06-20,1,40.2071168,44.5253379
Panels,0.0,1.0,9.0,92.0,4.0,1.0,2.8,5.0,Open balcony,Partial Furniture,Euro Renovation,115000.0,USD,2023-06-20,1,40.2115015,44.5792673
Stone,0.0,0.0,5.0,44.0,1.0,1.0,2.75,4.0,Not available,Available,Cosmetic Renovation,100000.0,USD,2023-06-20,1,40.2003784,44.4958383
Monolith,1.0,1.0,16.0,80.0,3.0,1.0,3.0,8.0,Open balcony,Not available,No Renovation,200000.0,USD,2023-06-20,1,40.2028687,44.5337444
Stone,0.0,0.0,5.0,73.0,2.0,1.0,2.75,2.0,Multiple balconies,Partial Furniture,Partial Renovation,103000.0,USD,2023-06-20,1,40.2053451,44.4984591
Panels,0.0,1.0,9.0,83.0,3.0,1.0,2.8,3.0,Closed balcony,Not available,Major Renovation,140000.0,USD,2023-06-20,1,40.1685979,44.5202924
Monolith,0.0,1.0,12.0,72.0,2.0,1.0,3.0,8.0,Closed balcony,Available,Cosmetic Renovation,127500.0,USD,2023-06-20,1,40.2046633,44.50403319999999
Stone,0.0,1.0,7.0,45.0,2.0,1.0,2.8,7.0,Not available,Available,Designer Renovation,150000.0,USD,2023-06-20,1,40.1673332,44.5144414
Stone,0.0,0.0,4.0,47.0,3.0,1.0,2.8,3.0,Closed balcony,Available,Partial Renovation,87000.0,USD,2023-06-20,1,40.210123,44.5091929
Panels,0.0,1.0,14.0,85.0,3.0,2.0,2.75,7.0,Not available,Available,Euro Renovation,99000.0,USD,2023-06-20,1,40.1736197,44.4615021
Panels,0.0,1.0,9.0,72.0,2.0,1.0,2.7,3.0,Not available,Available,Euro Renovation,150000.0,USD,2023-06-20,1,40.1792461,44.5095374
Stone,0.0,0.0,3.0,55.0,2.0,1.0,3.2,3.0,Not available,Available,Euro Renovation,99000.0,USD,2023-06-20,1,40.1520894,44.4972367
Panels,0.0,1.0,14.0,76.0,2.0,1.0,2.75,5.0,Open balcony,Available,Major Renovation,117000.0,USD,2023-06-20,1,40.2081448,44.4676097
,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,unknown,2023-06-20,1,40.1899228,44.582483
Monolith,1.0,1.0,14.0,54.0,2.0,1.0,3.0,4.0,Not available,Available,Euro Renovation,165000.0,USD,2023-06-20,1,40.1739619,44.5032405
Panels,0.0,1.0,9.0,43.0,1.0,1.0,2.75,9.0,Closed balcony,Not available,No Renovation,55000.0,USD,2023-06-20,1,40.1736197,44.4615021
Monolith,1.0,1.0,11.0,40.0,2.0,1.0,3.0,11.0,Open balcony,Not available,Major Renovation,140000.0,USD,2023-06-20,1,40.1959677,44.5093509
Stone,1.0,1.0,6.0,65.0,2.0,1.0,3.0,4.0,Open balcony,Available,Major Renovation,0.0,unknown,2023-06-20,1,40.1851571,44.5206
Panels,0.0,1.0,14.0,87.0,3.0,1.0,2.8,2.0,Closed balcony,Available,Major Renovation,102000.0,USD,2023-06-20,1,40.22094269999999,44.4881818
Stone,0.0,0.0,5.0,90.0,3.0,1.0,3.0,4.0,Open balcony,Not available,Major Renovation,280000.0,USD,2023-06-20,1,40.2057999,44.5062259
Panels,0.0,1.0,16.0,60.0,2.0,1.0,2.75,16.0,Closed balcony,Partial Furniture,Cosmetic Renovation,72000.0,USD,2023-06-20,1,40.1872023,44.515209
Panels,0.0,1.0,9.0,64.0,2.0,1.0,2.8,9.0,Not available,Not available,Euro Renovation,189.28,AMD,2023-06-20,1,40.1379347,44.4787217
Panels,0.0,1.0,9.0,75.0,3.0,1.0,2.75,9.0,Closed balcony,Not available,Major Renovation,277.16,AMD,2023-06-20,1,40.1799336,44.4479394
Stone,1.0,1.0,7.0,92.0,3.0,1.0,2.8,6.0,Not available,Available,No Renovation,168000.0,USD,2023-06-20,1,40.2124197,44.5229777
Panels,0.0,1.0,16.0,90.0,4.0,1.0,2.8,11.0,Closed balcony,By agreement,Euro Renovation,120000.0,USD,2023-06-20,1,40.2120125,44.5232454
Panels,0.0,1.0,9.0,90.0,3.0,1.0,2.75,8.0,Multiple balconies,Not available,Euro Renovation,92000.0,USD,2023-06-20,1,40.1763116,44.4583842
Panels,0.0,1.0,9.0,79.0,3.0,1.0,2.75,3.0,Multiple balconies,Partial Furniture,Old Renovation,270.4,AMD,2023-06-20,1,40.2026752,44.5067101
Monolith,1.0,1.0,12.0,90.0,3.0,1.0,3.0,9.0,Open balcony,Not available,Major Renovation,330000.0,USD,2023-06-20,1,40.179775,44.5133319
Monolith,1.0,1.0,18.0,110.0,4.0,2.0,3.0,3.0,Multiple balconies,Not available,No Renovation,205000.0,USD,2023-06-20,1,40.1820719,44.5714938
Monolith,1.0,1.0,9.0,50.0,2.0,1.0,3.0,2.0,Open balcony,Available,Major Renovation,92000.0,USD,2023-06-20,1,40.2003784,44.4958383
Monolith,1.0,1.0,18.0,117.0,3.0,2.0,3.0,5.0,Open balcony,Available,No Renovation,265000.0,USD,2023-06-20,1,40.2053451,44.4984591
Monolith,1.0,1.0,14.0,54.0,2.0,1.0,3.0,6.0,Open balcony,Available,Major Renovation,137000.0,USD,2023-06-20,1,40.1912299,44.4713366
Stone,0.0,0.0,5.0,82.0,3.0,1.0,2.8,2.0,Multiple balconies,Available,Designer Renovation,199000.0,USD,2023-06-20,1,40.1872023,44.515209
Monolith,1.0,0.0,3.0,117.0,3.0,2.0,3.2,2.0,Open balcony,Available,Major Renovation,450000.0,USD,2023-06-20,1,40.1959677,44.5093509
Stone,0.0,0.0,4.0,30.0,1.0,1.0,2.6,2.0,Open balcony,Available,Major Renovation,55000.0,USD,2023-06-20,1,40.1406349,44.4674459
Panels,0.0,1.0,9.0,90.0,3.0,1.0,2.75,6.0,Closed balcony,By agreement,Major Renovation,0.0,unknown,2023-06-20,1,40.1473621,44.4954327
Stone,0.0,1.0,4.0,71.0,3.0,1.0,2.7,4.0,Closed balcony,Not available,Old Renovation,82000.0,USD,2023-06-20,1,40.2225759,44.5605321
Stone,0.0,0.0,5.0,50.0,3.0,1.0,3.5,5.0,Not available,Available,Designer Renovation,243.36,AMD,2023-06-20,1,40.210123,44.5091929
Monolith,1.0,0.0,3.0,163.0,3.0,2.0,3.0,1.0,Open balcony,Not available,No Renovation,160000.0,USD,2023-06-20,1,40.162798,44.5307894
Stone,0.0,0.0,4.0,48.0,2.0,1.0,2.6,4.0,Closed balcony,Not available,Partial Renovation,60000.0,USD,2023-06-20,1,40.2053161,44.4768817
Monolith,1.0,1.0,14.0,75.0,2.0,1.0,3.0,12.0,Open balcony,Available,Designer Renovation,229000.0,USD,2023-06-20,1,40.2017171,44.499469
Panels,0.0,1.0,13.0,98.0,3.0,1.0,2.8,9.0,Open balcony,By agreement,Major Renovation,145000.0,USD,2023-06-20,1,40.2032386,44.5482223
Panels,0.0,1.0,9.0,103.0,3.0,1.0,2.7,9.0,Not available,Partial Furniture,Designer Renovation,175000.0,USD,2023-06-20,1,40.1774593,44.5014149
Stone,0.0,0.0,5.0,78.0,2.0,1.0,3.2,4.0,Multiple balconies,Not available,No Renovation,148000.0,USD,2023-06-20,1,40.1658586,44.5131713
Monolith,1.0,1.0,16.0,76.0,3.0,2.0,3.0,12.0,Open balcony,Not available,Designer Renovation,315000.0,USD,2023-06-20,1,40.2026752,44.5067101
Panels,0.0,1.0,14.0,70.0,2.0,1.0,2.7,2.0,Closed balcony,By agreement,Old Renovation,77000.0,USD,2023-06-20,1,40.1763052,44.4457561
Monolith,1.0,1.0,5.0,72.0,3.0,2.0,3.0,3.0,Open balcony,Partial Furniture,Euro Renovation,180000.0,USD,2023-06-20,1,40.1985932,44.5210544
Panels,0.0,0.0,4.0,31.0,1.0,1.0,2.5,2.0,Open balcony,Available,Old Renovation,47500.0,USD,2023-06-20,1,40.2028687,44.5337444
Panels,0.0,1.0,10.0,46.0,2.0,1.0,2.7,9.0,Not available,Not available,Major Renovation,135000.0,USD,2023-06-20,1,40.1658586,44.5131713
Monolith,1.0,1.0,10.0,323.0,4.0,2.0,3.0,10.0,Open balcony,Available,Euro Renovation,1270.88,AMD,2023-06-20,1,40.2124197,44.5229777
Panels,0.0,0.0,5.0,61.0,2.0,1.0,2.75,5.0,Closed balcony,By agreement,Partial Renovation,69000.0,USD,2023-06-20,1,40.1850756,44.5696346
Panels,0.0,1.0,9.0,88.0,4.0,1.0,2.7,2.0,Closed balcony,Available,Major Renovation,133000.0,USD,2023-06-20,1,40.1979912,44.4998781
Stone,0.0,0.0,4.0,57.0,2.0,1.0,3.0,3.0,Open balcony,Available,Euro Renovation,210000.0,USD,2023-06-20,1,40.1830977,44.510417
Panels,0.0,1.0,9.0,74.0,3.0,1.0,2.8,4.0,Closed balcony,Not available,Cosmetic Renovation,223.08,AMD,2023-06-20,1,40.1779609,44.5650552
Panels,0.0,1.0,9.0,100.0,4.0,1.0,2.8,2.0,Open balcony,Available,Designer Renovation,145000.0,USD,2023-06-20,1,40.2254881,44.4946577
Panels,0.0,1.0,14.0,67.0,2.0,1.0,2.7,2.0,Open balcony,By agreement,Partial Renovation,125000.0,USD,2023-06-20,1,40.1713366,44.5177361
Monolith,1.0,1.0,10.0,170.0,4.0,2.0,3.0,6.0,Multiple balconies,By agreement,Major Renovation,530000.0,USD,2023-06-20,1,40.1642153,44.5195866
Stone,0.0,0.0,4.0,100.0,3.0,1.0,3.2,4.0,Not available,By agreement,Major Renovation,350000.0,USD,2023-06-20,1,40.1806224,44.5081781
Stone,0.0,0.0,4.0,73.0,3.0,1.0,3.0,1.0,Not available,Available,Major Renovation,105000.0,USD,2023-06-20,1,40.1912299,44.4713366
Stone,0.0,0.0,5.0,36.0,1.0,1.0,2.75,5.0,Open balcony,Not available,Major Renovation,74000.0,USD,2023-06-20,1,40.2057999,44.5062259
Monolith,1.0,1.0,16.0,230.0,5.0,3.0,3.0,8.0,Open balcony,Available,Major Renovation,920000.0,USD,2023-06-20,1,40.1820769,44.5055924
Stone,0.0,0.0,5.0,104.0,4.0,1.0,2.75,3.0,Open balcony,Not available,Euro Renovation,270000.0,USD,2023-06-20,1,40.2008014,44.4909757
Monolith,1.0,1.0,8.0,100.0,4.0,2.0,3.0,6.0,Open balcony,Not available,Major Renovation,0.0,unknown,2023-06-20,1,40.2124197,44.5229777
Stone,0.0,0.0,5.0,45.0,2.0,1.0,2.7,1.0,Not available,By agreement,Old Renovation,52000.0,USD,2023-06-20,1,40.1406349,44.4674459
Stone,0.0,0.0,4.0,38.0,2.0,1.0,2.6,1.0,Closed balcony,Not available,Major Renovation,59500.0,USD,2023-06-20,1,40.20177280000001,44.4778419
Monolith,0.0,1.0,9.0,99.0,2.0,1.0,2.8,8.0,Open balcony,Available,Designer Renovation,217000.0,USD,2023-06-20,1,40.1933576,44.4927759
Panels,0.0,1.0,16.0,38.0,1.0,1.0,2.75,1.0,Open balcony,Available,Major Renovation,55000.0,USD,2023-06-20,1,40.2061376,44.54651459999999
Panels,0.0,1.0,9.0,98.0,4.0,1.0,2.75,1.0,Closed balcony,By agreement,Major Renovation,130000.0,USD,2023-06-20,1,40.2034871,44.523991
Monolith,1.0,1.0,5.0,104.0,3.0,2.0,3.0,4.0,Open balcony,Partial Furniture,Euro Renovation,200000.0,USD,2023-06-20,1,40.1970692,44.5002292
Panels,0.0,1.0,9.0,70.0,4.0,1.0,2.8,2.0,Not available,Partial Furniture,Euro Renovation,92000.0,USD,2023-06-20,1,40.2245942,44.5664846
Panels,0.0,1.0,9.0,75.0,3.0,1.0,2.75,3.0,Closed balcony,By agreement,Cosmetic Renovation,109000.0,USD,2023-06-20,1,40.220299,44.48818929999999
Monolith,1.0,1.0,12.0,56.0,2.0,1.0,3.0,7.0,Open balcony,By agreement,Major Renovation,125000.0,USD,2023-06-20,1,40.2091665,44.5205729
Stone,0.0,0.0,5.0,55.0,2.0,1.0,2.7,1.0,Closed balcony,By agreement,Old Renovation,63000.0,USD,2023-06-20,1,40.1568432,44.5015663
Monolith,1.0,1.0,17.0,96.0,3.0,2.0,3.0,4.0,Open balcony,Not available,Old Renovation,295000.0,USD,2023-06-20,1,40.1818622,44.5089465
Stone,0.0,0.0,4.0,61.0,2.0,1.0,3.0,3.0,Multiple balconies,Available,Major Renovation,195000.0,USD,2023-06-20,1,40.1658586,44.5131713
Stone,0.0,0.0,5.0,66.0,3.0,1.0,2.75,1.0,Closed balcony,By agreement,Major Renovation,0.0,unknown,2023-06-20,1,40.1280185,44.5413779
Monolith,1.0,1.0,14.0,62.0,2.0,1.0,3.0,13.0,Open balcony,Available,Major Renovation,148000.0,USD,2023-06-20,1,40.1739619,44.5032405
Stone,0.0,0.0,5.0,65.0,2.0,1.0,2.75,4.0,Closed balcony,Available,Major Renovation,77000.0,USD,2023-06-20,1,40.188039,44.5702374
Panels,0.0,1.0,9.0,95.0,3.0,1.0,2.8,2.0,Not available,Available,Major Renovation,215000.0,USD,2023-06-20,1,40.1844812,44.5059276
Panels,0.0,1.0,9.0,98.0,3.0,1.0,2.8,9.0,Open balcony,By agreement,Partial Renovation,108000.0,USD,2023-06-20,1,40.2181829,44.57177
Stone,0.0,0.0,5.0,76.0,3.0,1.0,2.75,4.0,Closed balcony,Not available,Cosmetic Renovation,118000.0,USD,2023-06-20,1,40.20843139999999,44.50472509999999
Monolith,0.0,1.0,9.0,94.0,3.0,1.0,2.75,2.0,Multiple balconies,Partial Furniture,Euro Renovation,200000.0,USD,2023-06-20,1,40.1713366,44.5177361
Panels,0.0,1.0,9.0,96.0,3.0,1.0,2.75,6.0,Open balcony,Partial Furniture,Euro Renovation,180000.0,USD,2023-06-20,1,40.2219831,44.5008184
Stone,0.0,0.0,2.0,675.0,8.0,2.0,3.0,2.0,Open balcony,Not available,No Renovation,506000.0,USD,2023-06-20,1,40.1913985,44.5001596
Monolith,1.0,1.0,18.0,260.0,4.0,3.0,3.0,18.0,Open balcony,Available,Major Renovation,490000.0,USD,2023-06-20,1,40.2026752,44.5067101
Monolith,1.0,1.0,12.0,58.0,2.0,1.0,3.0,9.0,Open balcony,Partial Furniture,Euro Renovation,160000.0,USD,2023-06-20,1,40.1872023,44.515209
Panels,0.0,1.0,9.0,72.0,3.0,1.0,2.5,9.0,Closed balcony,Not available,Partial Renovation,110000.0,USD,2023-06-20,1,40.2254881,44.4946577
Panels,0.0,1.0,11.0,40.0,2.0,1.0,2.8,9.0,Not available,Partial Furniture,Euro Renovation,125000.0,USD,2023-06-20,1,40.1844812,44.5059276
Panels,0.0,1.0,9.0,76.0,3.0,2.0,2.75,1.0,Closed balcony,Not available,Partial Renovation,88000.0,USD,2023-06-20,1,40.1736197,44.4615021
Panels,0.0,1.0,10.0,67.0,2.0,1.0,2.8,10.0,Open balcony,Available,Major Renovation,120000.0,USD,2023-06-20,1,40.1741096,44.51081749999999
Stone,0.0,0.0,4.0,64.0,2.0,1.0,3.5,4.0,Not available,By agreement,Designer Renovation,119000.0,USD,2023-06-20,1,40.1949713,44.4880394
Panels,0.0,0.0,14.0,90.0,4.0,1.0,2.8,6.0,Not available,By agreement,Euro Renovation,150000.0,USD,2023-06-20,1,40.2071944,44.4980317
Panels,0.0,1.0,9.0,78.0,3.0,1.0,2.7,7.0,Closed balcony,By agreement,Partial Renovation,71000.0,USD,2023-06-20,1,40.1287357,44.5244824
Monolith,1.0,1.0,11.0,155.0,4.0,2.0,3.0,5.0,Open balcony,By agreement,Major Renovation,250000.0,USD,2023-06-20,1,40.2174401,44.5467774
Stone,0.0,0.0,5.0,43.0,1.0,1.0,2.75,5.0,Closed balcony,Not available,Old Renovation,85000.0,USD,2023-06-20,1,40.2053451,44.4984591
Stone,0.0,0.0,5.0,43.0,1.0,1.0,2.75,5.0,Not available,Partial Furniture,Major Renovation,88000.0,USD,2023-06-20,1,40.2047454,44.5018408
Stone,0.0,0.0,5.0,96.0,3.0,1.0,2.8,5.0,Open balcony,Not available,Major Renovation,115000.0,USD,2023-06-20,1,40.1468785,44.5701325
Panels,0.0,1.0,11.0,40.0,2.0,1.0,2.75,11.0,Not available,Available,Major Renovation,135000.0,USD,2023-06-20,1,40.1844812,44.5059276
Panels,0.0,1.0,9.0,96.0,3.0,1.0,2.75,6.0,Open balcony,Available,Major Renovation,160000.0,USD,2023-06-20,1,40.2018823,44.5382255
Monolith,1.0,1.0,18.0,106.0,3.0,2.0,3.0,13.0,Multiple balconies,Available,Major Renovation,210000.0,USD,2023-06-20,1,40.2026752,44.5067101
Monolith,1.0,1.0,18.0,105.0,2.0,2.0,3.0,15.0,Open balcony,Not available,Partial Renovation,530000.0,USD,2023-06-20,1,40.1818365,44.5136055
Stone,0.0,0.0,5.0,65.0,2.0,1.0,2.75,5.0,Multiple balconies,Available,Major Renovation,120000.0,USD,2023-06-20,1,40.0234614,44.4867647
Panels,0.0,1.0,13.0,71.0,3.0,1.0,2.75,1.0,Not available,Not available,Cosmetic Renovation,76000.0,USD,2023-06-20,1,40.2039871,44.542691
Panels,0.0,1.0,12.0,80.0,2.0,1.0,2.8,1.0,Not available,Not available,Partial Renovation,120000.0,USD,2023-06-20,1,40.1713366,44.5177361
Panels,0.0,1.0,14.0,77.0,2.0,1.0,2.75,14.0,Closed balcony,Not available,Cosmetic Renovation,75000.0,USD,2023-06-20,1,40.2035014,44.4616726
Panels,0.0,1.0,14.0,82.0,3.0,1.0,2.75,5.0,Closed balcony,Not available,Cosmetic Renovation,84000.0,USD,2023-06-20,1,40.1763052,44.4457561
Panels,0.0,1.0,10.0,90.0,4.0,1.0,2.8,5.0,Closed balcony,Not available,Cosmetic Renovation,75000.0,USD,2023-06-20,1,40.1379347,44.4787217
Stone,0.0,0.0,5.0,67.0,2.0,1.0,2.8,5.0,Open balcony,Not available,Major Renovation,120000.0,USD,2023-06-20,1,40.1872023,44.515209
Stone,0.0,0.0,5.0,62.0,2.0,1.0,2.75,5.0,Closed balcony,By agreement,Euro Renovation,0.0,unknown,2023-06-20,1,40.2039871,44.542691
Panels,0.0,1.0,9.0,89.0,4.0,1.0,2.8,9.0,Closed balcony,By agreement,Cosmetic Renovation,100000.0,USD,2023-06-20,1,40.2216483,44.4986189
Stone,0.0,0.0,5.0,78.0,3.0,1.0,2.75,4.0,Open balcony,By agreement,Partial Renovation,120000.0,USD,2023-06-20,1,40.1520894,44.4972367
Monolith,1.0,1.0,12.0,60.0,2.0,1.0,3.0,10.0,Open balcony,Available,Euro Renovation,0.0,unknown,2023-06-20,1,40.2053451,44.4984591
Stone,0.0,0.0,4.0,90.0,3.0,1.0,3.0,4.0,Open balcony,By agreement,Old Renovation,265500.0,USD,2023-06-20,1,40.1922371,44.5041657
Stone,0.0,0.0,4.0,53.0,2.0,1.0,2.7,4.0,Closed balcony,Not available,Cosmetic Renovation,65000.0,USD,2023-06-20,1,40.1931459,44.473594
Panels,0.0,1.0,9.0,36.0,1.0,1.0,2.75,9.0,Closed balcony,Partial Furniture,Old Renovation,59000.0,USD,2023-06-20,1,40.1875564,44.5106316
Stone,0.0,0.0,5.0,65.0,2.0,1.0,2.75,1.0,Multiple balconies,By agreement,Cosmetic Renovation,128000.0,USD,2023-06-20,1,40.2053451,44.4984591
Panels,0.0,1.0,9.0,43.0,3.0,1.0,2.75,8.0,Open balcony,Not available,Old Renovation,97000.0,USD,2023-06-20,1,40.152739,44.4801535
Panels,0.0,1.0,9.0,120.0,4.0,1.0,2.7,8.0,Multiple balconies,By agreement,No Renovation,120000.0,USD,2023-06-20,1,40.2216483,44.4986189
Panels,0.0,1.0,9.0,65.0,2.0,1.0,2.8,1.0,Closed balcony,Not available,Partial Renovation,74500.0,USD,2023-06-20,1,40.2195155,44.5808963
Stone,0.0,0.0,5.0,93.0,4.0,2.0,2.8,5.0,Open balcony,Available,Cosmetic Renovation,130000.0,USD,2023-06-20,1,40.2032386,44.5482223
Stone,0.0,0.0,3.0,75.0,3.0,1.0,2.8,2.0,Not available,Partial Furniture,Major Renovation,112000.0,USD,2023-06-20,1,40.2955314,44.3588081
Panels,0.0,0.0,5.0,73.0,3.0,1.0,2.75,1.0,Closed balcony,By agreement,Old Renovation,72000.0,USD,2023-06-20,1,40.1872023,44.515209
Panels,0.0,1.0,11.0,70.0,3.0,1.0,2.8,6.0,Open balcony,Not available,Major Renovation,203000.0,USD,2023-06-20,1,40.1721,44.5110727
Stone,0.0,0.0,3.0,246.0,5.0,3.0,3.0,2.0,Multiple balconies,Partial Furniture,Partial Renovation,320000.0,USD,2023-06-20,1,40.1742073,44.508106
Stone,0.0,0.0,5.0,55.0,2.0,1.0,2.75,5.0,Closed balcony,By agreement,Major Renovation,82000.0,USD,2023-06-20,1,40.1417905,44.5226384
Panels,0.0,1.0,13.0,50.0,2.0,1.0,2.6,11.0,Closed balcony,Partial Furniture,Cosmetic Renovation,92000.0,USD,2023-06-20,1,40.2051487,44.5405726
Panels,0.0,1.0,11.0,67.0,2.0,1.0,2.8,10.0,Open balcony,Available,Euro Renovation,200000.0,USD,2023-06-20,1,40.1818572,44.5112724
Monolith,1.0,1.0,17.0,124.0,3.0,2.0,3.0,12.0,Open balcony,By agreement,Major Renovation,340000.0,USD,2023-06-20,1,40.1820619,44.5208837
Stone,0.0,0.0,4.0,31.0,2.0,1.0,3.2,2.0,Not available,Available,Designer Renovation,139000.0,USD,2023-06-20,1,40.1830977,44.510417
Panels,1.0,1.0,10.0,96.0,4.0,1.0,2.7,3.0,Closed balcony,Not available,Major Renovation,99000.0,USD,2023-06-20,1,40.1893362,44.4588563
Panels,0.0,1.0,12.0,97.0,3.0,1.0,2.75,2.0,Multiple balconies,Not available,Old Renovation,224000.0,USD,2023-06-20,1,40.1818572,44.5112724
Panels,0.0,1.0,14.0,65.0,3.0,1.0,2.75,3.0,Not available,Available,Major Renovation,152000.0,USD,2023-06-20,1,40.2035985,44.4905045
Stone,0.0,0.0,4.0,75.0,2.0,1.0,2.8,1.0,Not available,By agreement,Major Renovation,75000.0,USD,2023-06-20,1,40.156833,44.5156878
Monolith,1.0,0.0,6.0,150.0,4.0,2.0,3.5,6.0,Open balcony,Not available,Old Renovation,130000.0,USD,2023-06-20,1,40.1601912,44.5112926
Monolith,1.0,1.0,11.0,102.0,2.0,2.0,3.0,8.0,Open balcony,Available,Major Renovation,351000.0,USD,2023-06-20,1,40.1833847,44.500118
Stone,0.0,0.0,4.0,98.0,3.0,1.0,3.0,2.0,Open balcony,By agreement,Major Renovation,415000.0,USD,2023-06-20,1,40.1890256,44.5156343
Panels,0.0,1.0,9.0,75.0,3.0,2.0,2.75,3.0,Closed balcony,Not available,Partial Renovation,81000.0,USD,2023-06-20,1,40.1742376,44.4481114
Stone,0.0,0.0,5.0,67.0,2.0,1.0,2.75,2.0,Closed balcony,Not available,Cosmetic Renovation,82000.0,USD,2023-06-20,1,40.1799336,44.4479394
Monolith,1.0,1.0,12.0,78.0,2.0,1.0,2.8,7.0,Open balcony,Not available,Partial Renovation,110000.0,USD,2023-06-20,1,40.220299,44.48818929999999
Stone,0.0,0.0,4.0,57.0,3.0,1.0,2.6,3.0,Closed balcony,Partial Furniture,Major Renovation,115000.0,USD,2023-06-20,1,40.2077753,44.5229523
Panels,0.0,0.0,5.0,61.0,2.0,1.0,2.7,5.0,Closed balcony,By agreement,Major Renovation,73000.0,USD,2023-06-20,1,40.1820719,44.5714938
Monolith,0.0,1.0,12.0,63.0,3.0,1.0,2.8,12.0,Not available,Available,Old Renovation,70000.0,USD,2023-06-20,1,40.2064728,44.57019
Panels,0.0,1.0,9.0,92.0,3.0,1.0,2.8,2.0,Not available,Partial Furniture,Old Renovation,93000.0,USD,2023-06-20,1,40.160491,44.4426945
