construction_type,new_construction,elevator,floors_in_the_building,floor_area,number_of_rooms,number_of_bathrooms,ceiling_height,floor,balcony,furniture,renovation,price,currency,datetime,reg_id,Latitude,Longitude
Panels,0.0,0.0,16.0,85.0,3.0,1.0,2.75,15.0,Closed balcony,Not available,Euro Renovation,90000.0,USD,2023-06-20,1,40.1826888,44.5666973
Panels,0.0,1.0,12.0,92.0,4.0,1.0,2.8,6.0,Multiple balconies,By agreement,Cosmetic Renovation,162000.0,USD,2023-06-20,1,40.1715004,44.51207950000001
Stone,0.0,0.0,5.0,54.0,2.0,1.0,2.6,2.0,Closed balcony,By agreement,Partial Renovation,87000.0,USD,2023-06-20,1,40.1354426,44.5102789
Monolith,1.0,1.0,17.0,68.0,2.0,1.0,3.0,7.0,Open balcony,Available,Major Renovation,159000.0,USD,2023-06-20,1,40.2041713,44.5174196
Stone,0.0,0.0,5.0,57.0,2.0,1.0,2.5,2.0,Open balcony,Available,Euro Renovation,114000.0,USD,2023-06-20,1,40.2057999,44.5062259
Panels,0.0,1.0,14.0,78.0,3.0,1.0,2.8,10.0,Not available,By agreement,Euro Renovation,155000.0,USD,2023-06-20,1,40.2051409,44.5101458
Monolith,1.0,1.0,13.0,60.0,3.0,1.0,3.0,4.0,Open balcony,Available,Euro Renovation,264000.0,USD,2023-06-20,1,40.189192,44.4943418
Panels,0.0,1.0,9.0,98.0,3.0,1.0,2.75,7.0,Multiple balconies,Available,Designer Renovation,155000.0,USD,2023-06-20,1,40.1763052,44.4457561
Stone,0.0,0.0,5.0,90.0,3.0,2.0,3.2,2.0,Open balcony,Not available,Major Renovation,325000.0,USD,2023-06-20,1,40.1830977,44.510417
Panels,1.0,1.0,17.0,56.0,2.0,1.0,3.0,5.0,Open balcony,Available,Designer Renovation,325000.0,USD,2023-06-20,1,40.1806224,44.5081781
Panels,1.0,1.0,9.0,38.0,2.0,1.0,2.8,8.0,Closed balcony,Not available,Major Renovation,139000.0,USD,2023-06-20,1,40.1806224,44.5081781
Monolith,1.0,1.0,18.0,100.0,3.0,2.0,3.0,11.0,Multiple balconies,Not available,No Renovation,155000.0,USD,2023-06-20,1,40.2208018,44.493512
Monolith,1.0,1.0,11.0,96.0,3.0,2.0,3.0,11.0,Not available,By agreement,Major Renovation,400000.0,USD,2023-06-20,1,40.2057999,44.5062259
Panels,0.0,1.0,9.0,65.0,3.0,1.0,2.8,8.0,Closed balcony,Available,Major Renovation,105000.0,USD,2023-06-20,1,40.1422876,44.5177697
Stone,0.0,0.0,4.0,203.0,4.0,2.0,3.0,3.0,Multiple balconies,Available,Euro Renovation,170000.0,USD,2023-06-20,1,40.1970692,44.5002292
Panels,0.0,1.0,9.0,96.0,3.0,1.0,2.7,6.0,Open balcony,Partial Furniture,Major Renovation,138000.0,USD,2023-06-20,1,40.220299,44.48818929999999
Panels,0.0,1.0,13.0,90.0,3.0,1.0,2.7,9.0,Multiple balconies,By agreement,Partial Renovation,142000.0,USD,2023-06-20,1,40.1660217,44.5169416
Stone,0.0,0.0,4.0,73.0,3.0,1.0,2.75,3.0,Closed balcony,Available,Major Renovation,117000.0,USD,2023-06-20,1,40.1931459,44.473594
Stone,0.0,1.0,9.0,49.0,2.0,1.0,2.75,6.0,Not available,Available,Designer Renovation,200000.0,USD,2023-06-20,1,40.1844812,44.5059276
Stone,0.0,0.0,4.0,57.0,2.0,1.0,2.6,3.0,Not available,Not available,Euro Renovation,113000.0,USD,2023-06-20,1,40.209317,44.5172587
Stone,0.0,0.0,5.0,52.0,2.0,1.0,3.0,3.0,Open balcony,By agreement,Old Renovation,116000.0,USD,2023-06-20,1,40.210123,44.5091929
Stone,0.0,0.0,4.0,50.0,2.0,1.0,2.75,3.0,Closed balcony,Not available,Old Renovation,59000.0,USD,2023-06-20,1,40.1489136,44.50902019999999
Panels,0.0,1.0,9.0,100.0,4.0,2.0,2.75,2.0,Closed balcony,Available,Euro Renovation,124000.0,USD,2023-06-20,1,40.2028687,44.5337444
Panels,0.0,1.0,9.0,81.0,4.0,1.0,2.8,7.0,Open balcony,Available,Euro Renovation,95000.0,USD,2023-06-20,1,40.1742376,44.4481114
Monolith,0.0,1.0,14.0,75.0,2.0,1.0,2.7,3.0,Closed balcony,By agreement,Major Renovation,88000.0,USD,2023-06-20,1,40.1826888,44.5666973
Panels,0.0,1.0,9.0,85.0,3.0,1.0,2.7,1.0,Open balcony,By agreement,Euro Renovation,81500.0,USD,2023-06-20,1,40.1733547,44.5679208
Monolith,1.0,0.0,4.0,104.0,4.0,2.0,2.75,2.0,Open balcony,Available,Designer Renovation,230000.0,USD,2023-06-20,1,40.2181829,44.57177
Stone,0.0,0.0,5.0,100.0,4.0,2.0,2.75,5.0,Open balcony,Not available,Major Renovation,100000.0,USD,2023-06-20,1,40.1686452,44.45749199999999
Monolith,1.0,1.0,12.0,64.0,2.0,1.0,3.0,5.0,Open balcony,Available,Major Renovation,300000.0,USD,2023-06-20,1,40.179775,44.5133319
Monolith,1.0,1.0,14.0,96.0,4.0,1.0,3.0,14.0,Open balcony,Available,Euro Renovation,275000.0,USD,2023-06-20,1,40.2120414,44.5098394
Panels,0.0,1.0,9.0,61.0,2.0,1.0,3.0,6.0,Closed balcony,By agreement,Euro Renovation,0.0,unknown,2023-06-20,1,40.1829508,44.5166621
Stone,0.0,0.0,5.0,35.0,1.0,1.0,2.75,5.0,Open balcony,Not available,Cosmetic Renovation,60000.0,USD,2023-06-20,1,40.1813324,44.5145872
Stone,0.0,0.0,4.0,85.0,3.0,2.0,3.2,2.0,Open balcony,Not available,Major Renovation,185000.0,USD,2023-06-20,1,40.2004516,44.494276
Panels,0.0,1.0,9.0,75.0,3.0,1.0,2.8,2.0,Open balcony,Not available,Old Renovation,165000.0,USD,2023-06-20,1,40.1774593,44.5014149
Monolith,1.0,1.0,16.0,144.0,5.0,2.0,3.0,16.0,Multiple balconies,Not available,No Renovation,670000.0,USD,2023-06-20,1,40.1834936,44.506629
Monolith,0.0,1.0,10.0,124.0,4.0,1.0,3.0,6.0,Open balcony,Available,Euro Renovation,268000.0,USD,2023-06-20,1,40.1774593,44.5014149
Stone,0.0,0.0,3.0,133.0,4.0,2.0,2.75,1.0,Closed balcony,Not available,Major Renovation,325000.0,USD,2023-06-20,1,40.1871574,44.5180772
Stone,0.0,1.0,6.0,94.0,3.0,2.0,3.0,6.0,Multiple balconies,Partial Furniture,Euro Renovation,195000.0,USD,2023-06-20,1,40.2057999,44.5062259
Panels,0.0,1.0,9.0,100.0,4.0,2.0,2.7,2.0,Not available,Available,Major Renovation,150000.0,USD,2023-06-20,1,40.207069,44.5473332
Monolith,1.0,1.0,14.0,60.0,3.0,1.0,3.0,3.0,Open balcony,By agreement,Major Renovation,155000.0,USD,2023-06-20,1,40.2094973,44.5140293
Monolith,0.0,1.0,13.0,105.0,4.0,1.0,2.8,9.0,Open balcony,Partial Furniture,Cosmetic Renovation,205000.0,USD,2023-06-20,1,40.1713366,44.5177361
Panels,0.0,1.0,9.0,96.0,3.0,1.0,2.75,1.0,Open balcony,Not available,Old Renovation,165000.0,USD,2023-06-20,1,40.1895657,44.5075706
Stone,1.0,1.0,9.0,161.0,4.0,3.0,3.0,8.0,Multiple balconies,Available,Euro Renovation,649800.0,USD,2023-06-20,1,40.1922371,44.5041657
Panels,0.0,1.0,16.0,69.0,3.0,1.0,2.75,1.0,Not available,Available,Major Renovation,180000.0,USD,2023-06-20,1,40.2216483,44.4986189
Panels,0.0,1.0,9.0,43.0,2.0,1.0,2.7,9.0,Not available,Partial Furniture,Cosmetic Renovation,90000.0,USD,2023-06-20,1,40.179775,44.5133319
Monolith,0.0,1.0,7.0,110.0,4.0,1.0,2.75,3.0,Multiple balconies,By agreement,Partial Renovation,170000.0,USD,2023-06-20,1,40.2008014,44.4909757
Panels,0.0,1.0,4.0,75.0,3.0,1.0,2.7,4.0,Closed balcony,Not available,Old Renovation,79000.0,USD,2023-06-20,1,40.1759981,44.4333502
Panels,0.0,1.0,9.0,57.0,2.0,1.0,2.8,8.0,Closed balcony,Available,Major Renovation,0.0,unknown,2023-06-20,1,40.2001069,44.5664826
Monolith,1.0,1.0,19.0,96.0,3.0,1.0,3.0,4.0,Multiple balconies,Available,Designer Renovation,290000.0,USD,2023-06-20,1,40.2052002,44.5306779
Stone,0.0,0.0,5.0,90.0,3.0,1.0,2.7,3.0,Multiple balconies,Available,Major Renovation,235000.0,USD,2023-06-20,1,40.1805896,44.5039432
Monolith,1.0,1.0,10.0,105.0,3.0,1.0,3.0,10.0,Multiple balconies,Available,Designer Renovation,0.0,unknown,2023-06-20,1,40.2052002,44.5306779
Monolith,1.0,0.0,4.0,71.0,2.0,1.0,2.8,1.0,Open balcony,Available,Major Renovation,170000.0,USD,2023-06-20,1,40.1959677,44.5093509
Panels,0.0,1.0,14.0,106.0,4.0,1.0,2.75,3.0,Multiple balconies,Not available,Euro Renovation,120000.0,USD,2023-06-20,1,40.160491,44.4426945
Monolith,1.0,1.0,16.0,75.0,3.0,1.0,3.0,2.0,Open balcony,Not available,Major Renovation,215000.0,USD,2023-06-20,1,40.2053451,44.4984591
Panels,0.0,1.0,9.0,70.0,3.0,1.0,2.75,2.0,Not available,Available,Major Renovation,97000.0,USD,2023-06-20,1,40.1797507,44.4413836
Stone,0.0,0.0,4.0,155.0,5.0,1.0,3.0,3.0,Closed balcony,Available,Major Renovation,0.0,unknown,2023-06-20,1,40.1379347,44.4787217
Panels,0.0,1.0,6.0,72.0,2.0,2.0,2.75,3.0,Open balcony,Not available,Euro Renovation,190000.0,USD,2023-06-20,1,40.1897015,44.5286554
Monolith,1.0,1.0,16.0,52.0,2.0,1.0,3.0,4.0,Open balcony,Available,Euro Renovation,149000.0,USD,2023-06-20,1,40.2041713,44.5174196
Panels,0.0,1.0,9.0,106.0,3.0,1.0,2.75,6.0,Multiple balconies,By agreement,Partial Renovation,200000.0,USD,2023-06-20,1,40.1806224,44.5081781
Monolith,1.0,1.0,14.0,54.0,2.0,1.0,3.0,2.0,Closed balcony,Available,Major Renovation,160000.0,USD,2023-06-20,1,40.1739619,44.5032405
Stone,0.0,0.0,3.0,133.0,4.0,1.0,2.75,2.0,Closed balcony,Available,Major Renovation,170000.0,USD,2023-06-20,1,40.2165996,44.5770075
Panels,0.0,1.0,9.0,83.0,4.0,1.0,2.7,8.0,Open balcony,By agreement,Major Renovation,102000.0,USD,2023-06-20,1,40.2059466,44.4570316
Monolith,1.0,1.0,13.0,123.0,3.0,2.0,3.0,8.0,Open balcony,Available,Major Renovation,245000.0,USD,2023-06-20,1,40.2012047,44.5014376
Stone,0.0,0.0,5.0,44.0,1.0,1.0,2.75,5.0,Closed balcony,Not available,Major Renovation,76000.0,USD,2023-06-20,1,40.2091665,44.5205729
Stone,0.0,0.0,5.0,44.0,1.0,1.0,2.7,1.0,Closed balcony,By agreement,Partial Renovation,52000.0,USD,2023-06-20,1,40.191702,44.5764409
Monolith,1.0,1.0,13.0,50.0,2.0,1.0,3.0,13.0,Open balcony,Not available,Major Renovation,250000.0,USD,2023-06-20,1,40.1830977,44.510417
Stone,0.0,0.0,5.0,80.0,3.0,1.0,3.0,3.0,Multiple balconies,By agreement,Major Renovation,160000.0,USD,2023-06-20,1,40.1658586,44.5131713
Monolith,1.0,1.0,15.0,105.0,4.0,2.0,3.0,4.0,Open balcony,By agreement,Major Renovation,225000.0,USD,2023-06-20,1,40.2195106,44.5005779
Stone,0.0,0.0,5.0,100.0,3.0,1.0,2.8,5.0,Open balcony,Available,Major Renovation,0.0,unknown,2023-06-20,1,40.2068668,44.5104334
Monolith,1.0,1.0,16.0,110.0,3.0,2.0,2.7,15.0,Open balcony,Not available,Designer Renovation,260000.0,USD,2023-06-20,1,40.2041713,44.5174196
Monolith,1.0,1.0,12.0,180.0,4.0,2.0,3.0,11.0,Open balcony,Available,Designer Renovation,655000.0,USD,2023-06-20,1,40.1806224,44.5081781
Stone,0.0,0.0,5.0,80.0,3.0,1.0,2.75,5.0,Open balcony,Available,Major Renovation,98000.0,USD,2023-06-20,1,40.2051737,44.4759851
Panels,0.0,1.0,9.0,94.0,3.0,1.0,2.8,9.0,Multiple balconies,Not available,Major Renovation,110000.0,USD,2023-06-20,1,40.2032386,44.5482223
Panels,0.0,1.0,9.0,100.0,4.0,1.0,2.75,9.0,Multiple balconies,By agreement,Cosmetic Renovation,107000.0,USD,2023-06-20,1,40.1753293,44.522743
Stone,0.0,1.0,10.0,57.0,2.0,1.0,2.8,1.0,Not available,Partial Furniture,Old Renovation,140000.0,USD,2023-06-20,1,40.1791713,44.5172163
Stone,0.0,0.0,4.0,81.0,3.0,1.0,2.8,3.0,Multiple balconies,Available,Old Renovation,178000.0,USD,2023-06-20,1,40.1833847,44.500118
Panels,0.0,1.0,10.0,94.0,3.0,1.0,2.8,7.0,Not available,Not available,Old Renovation,150000.0,USD,2023-06-20,1,40.1713366,44.5177361
Monolith,1.0,1.0,9.0,51.0,3.0,1.0,3.0,9.0,Open balcony,Available,Designer Renovation,87000.0,USD,2023-06-20,1,40.1986923,44.5684849
,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,unknown,2023-06-20,1,40.210123,44.5091929
Stone,0.0,0.0,5.0,56.0,3.0,1.0,2.7,2.0,Closed balcony,By agreement,Old Renovation,87000.0,USD,2023-06-20,1,40.1473621,44.4954327
Stone,0.0,0.0,4.0,211.0,5.0,2.0,3.0,4.0,Multiple balconies,Not available,Euro Renovation,210000.0,USD,2023-06-20,1,40.1949713,44.4880394
Stone,0.0,0.0,4.0,89.0,3.0,1.0,3.0,4.0,Multiple balconies,Not available,Partial Renovation,275000.0,USD,2023-06-20,1,40.1830977,44.510417
Monolith,1.0,1.0,9.0,103.0,3.0,2.0,3.0,5.0,Open balcony,Not available,Major Renovation,250000.0,USD,2023-06-20,1,40.2101385,44.5283019
Monolith,1.0,0.0,15.0,94.0,3.0,2.0,2.8,14.0,Open balcony,Partial Furniture,Euro Renovation,238000.0,USD,2023-06-20,1,40.2091665,44.5205729
Stone,0.0,0.0,5.0,43.0,1.0,1.0,2.75,1.0,Closed balcony,Not available,Partial Renovation,52000.0,USD,2023-06-20,1,40.1759981,44.4333502
Monolith,1.0,1.0,21.0,192.0,4.0,3.0,3.0,8.0,Open balcony,Available,Major Renovation,1000000.0,USD,2023-06-20,1,40.1820619,44.5208837
Panels,0.0,1.0,11.0,70.0,2.0,1.0,2.75,8.0,Open balcony,By agreement,Major Renovation,180000.0,USD,2023-06-20,1,40.1792461,44.5095374
Panels,0.0,1.0,14.0,83.0,2.0,2.0,2.75,12.0,Multiple balconies,Not available,Old Renovation,81000.0,USD,2023-06-20,1,40.2013907,44.4919971
Monolith,1.0,1.0,12.0,127.0,3.0,1.0,3.0,7.0,Open balcony,Available,Major Renovation,259000.0,USD,2023-06-20,1,40.1820719,44.5714938
Monolith,1.0,1.0,13.0,112.0,4.0,2.0,3.2,4.0,Open balcony,Not available,Major Renovation,250000.0,USD,2023-06-20,1,40.1767557,44.5273848
Panels,0.0,1.0,14.0,97.0,4.0,1.0,2.75,8.0,Multiple balconies,Available,Old Renovation,110000.0,USD,2023-06-20,1,40.2153506,44.5848525
Stone,0.0,0.0,5.0,150.0,4.0,1.0,3.0,1.0,Open balcony,Not available,Old Renovation,430000.0,USD,2023-06-20,1,40.1851571,44.5206
Panels,0.0,1.0,9.0,68.0,2.0,1.0,2.7,2.0,Closed balcony,Not available,Major Renovation,68000.0,USD,2023-06-20,1,40.1591951,44.4667393
Panels,1.0,1.0,16.0,90.0,3.0,1.0,2.8,11.0,Closed balcony,Available,Designer Renovation,130000.0,USD,2023-06-20,1,40.2020577,44.5136745
Monolith,1.0,1.0,18.0,75.0,3.0,2.0,2.8,3.0,Open balcony,Not available,Major Renovation,190000.0,USD,2023-06-20,1,40.2124197,44.5229777
Monolith,1.0,1.0,14.0,76.0,3.0,1.0,3.0,3.0,Not available,Available,Euro Renovation,200000.0,USD,2023-06-20,1,40.1933576,44.4927759
Panels,0.0,1.0,14.0,96.0,3.0,1.0,2.8,13.0,Open balcony,Not available,Euro Renovation,235000.0,USD,2023-06-20,1,40.1844812,44.5059276
Stone,0.0,0.0,5.0,62.0,2.0,1.0,3.0,5.0,Not available,By agreement,Partial Renovation,175000.0,USD,2023-06-20,1,40.1844812,44.5059276
Panels,0.0,1.0,9.0,97.0,4.0,1.0,2.75,8.0,Open balcony,Not available,Old Renovation,88000.0,USD,2023-06-20,1,40.1772187,44.5639234
Monolith,1.0,1.0,17.0,49.0,2.0,1.0,3.0,10.0,Open balcony,Available,Major Renovation,160000.0,USD,2023-06-20,1,40.2035902,44.4993142
Panels,0.0,1.0,15.0,100.0,4.0,2.0,2.8,15.0,Closed balcony,Available,Major Renovation,250000.0,USD,2023-06-20,1,40.19416990000001,44.5004159
Stone,0.0,0.0,4.0,70.0,3.0,1.0,3.0,4.0,Closed balcony,Available,Major Renovation,229.84,AMD,2023-06-20,1,40.1406349,44.4674459
Panels,0.0,1.0,9.0,94.0,4.0,1.0,2.8,7.0,Closed balcony,Not available,Partial Renovation,102000.0,USD,2023-06-20,1,40.1458683,44.4850918
Panels,0.0,1.0,7.0,42.0,2.0,1.0,2.8,2.0,Not available,Available,Major Renovation,105000.0,USD,2023-06-20,1,40.1969924,44.5035021
Monolith,1.0,1.0,18.0,75.0,2.0,1.0,3.0,5.0,Open balcony,By agreement,Designer Renovation,300000.0,USD,2023-06-20,1,40.1846795,44.5080774
Monolith,1.0,1.0,13.0,135.0,3.0,2.0,3.0,4.0,Open balcony,Not available,Major Renovation,337000.0,USD,2023-06-20,1,40.1833847,44.500118
Monolith,1.0,1.0,8.0,120.0,4.0,2.0,3.0,7.0,Multiple balconies,Not available,Major Renovation,240000.0,USD,2023-06-20,1,40.210123,44.5091929
Monolith,1.0,1.0,10.0,190.0,4.0,3.0,3.0,4.0,Open balcony,Available,Euro Renovation,620000.0,USD,2023-06-20,1,40.2057999,44.5062259
Monolith,1.0,1.0,6.0,55.0,3.0,1.0,3.2,5.0,Open balcony,Available,Designer Renovation,299000.0,USD,2023-06-20,1,40.1438974,44.4938829
Panels,0.0,1.0,16.0,40.0,2.0,1.0,2.75,1.0,Not available,Available,Major Renovation,50000.0,USD,2023-06-20,1,40.1759981,44.4333502
Stone,0.0,0.0,4.0,52.0,3.0,1.0,2.7,4.0,Not available,Partial Furniture,Old Renovation,67000.0,USD,2023-06-20,1,40.2051737,44.4759851
Panels,0.0,1.0,9.0,92.0,3.0,1.0,2.8,1.0,Closed balcony,By agreement,Cosmetic Renovation,99000.0,USD,2023-06-20,1,40.1520894,44.4972367
Stone,0.0,0.0,4.0,34.0,1.0,1.0,2.7,4.0,Open balcony,By agreement,Cosmetic Renovation,60000.0,USD,2023-06-20,1,40.2673847,44.628442
Stone,0.0,0.0,5.0,55.0,2.0,1.0,2.7,4.0,Open balcony,Available,Major Renovation,125000.0,USD,2023-06-20,1,40.2053451,44.4984591
Stone,0.0,0.0,5.0,163.0,4.0,2.0,3.0,5.0,Open balcony,Not available,Major Renovation,350000.0,USD,2023-06-20,1,40.1844812,44.5059276
Panels,0.0,1.0,14.0,108.0,4.0,1.0,2.75,8.0,Closed balcony,Not available,Old Renovation,99000.0,USD,2023-06-20,1,40.2245942,44.5664846
Panels,0.0,1.0,11.0,71.0,2.0,1.0,2.75,11.0,Open balcony,By agreement,Old Renovation,150000.0,USD,2023-06-20,1,40.1844812,44.5059276
Panels,0.0,1.0,9.0,70.0,2.0,1.0,2.7,5.0,Open balcony,Not available,Old Renovation,72000.0,USD,2023-06-20,1,40.1784035,44.5773416
Panels,0.0,1.0,16.0,76.0,2.0,1.0,2.75,10.0,Closed balcony,Partial Furniture,Partial Renovation,100000.0,USD,2023-06-20,1,40.1872023,44.515209
Stone,0.0,0.0,5.0,80.0,2.0,1.0,3.0,1.0,Not available,Partial Furniture,Major Renovation,250000.0,USD,2023-06-20,1,40.1776154,44.5268384
Monolith,1.0,1.0,10.0,84.0,3.0,1.0,3.0,3.0,Open balcony,Not available,No Renovation,304.2,AMD,2023-06-20,1,40.1525562,44.4835451
Monolith,1.0,1.0,14.0,110.0,3.0,1.0,3.2,3.0,Closed balcony,Not available,Partial Renovation,248000.0,USD,2023-06-20,1,40.1833847,44.500118
Monolith,1.0,1.0,8.0,70.0,3.0,1.0,3.0,8.0,Not available,By agreement,Major Renovation,120000.0,USD,2023-06-20,1,40.18779869999999,44.5563593
Panels,0.0,1.0,9.0,71.0,3.0,1.0,2.75,8.0,Open balcony,Not available,Major Renovation,110000.0,USD,2023-06-20,1,40.2216483,44.4986189
Monolith,1.0,1.0,14.0,118.0,4.0,2.0,3.0,7.0,Multiple balconies,Available,Designer Renovation,278300.00000000006,EUR,2023-06-20,1,40.2174401,44.5467774
Panels,0.0,1.0,16.0,110.0,3.0,1.0,2.7,14.0,Open balcony,Available,Major Renovation,189000.0,USD,2023-06-20,1,40.2017171,44.499469
Panels,0.0,1.0,14.0,80.0,3.0,1.0,2.8,6.0,Not available,Available,Euro Renovation,155000.0,USD,2023-06-20,1,40.220299,44.48818929999999
Panels,0.0,1.0,12.0,84.0,3.0,1.0,2.75,12.0,Open balcony,By agreement,Designer Renovation,163000.0,USD,2023-06-20,1,40.1693763,44.51576050000001
Monolith,1.0,1.0,11.0,88.0,3.0,1.0,3.5,11.0,Not available,Available,Designer Renovation,220000.0,USD,2023-06-20,1,40.2012047,44.5014376
Monolith,1.0,1.0,14.0,100.0,3.0,2.0,3.2,4.0,Open balcony,Not available,Major Renovation,240000.0,USD,2023-06-20,1,40.1833847,44.500118
Monolith,1.0,1.0,17.0,56.0,2.0,1.0,3.0,5.0,Open balcony,Available,Designer Renovation,878.8,AMD,2023-06-20,1,40.1806224,44.5081781
Stone,0.0,0.0,4.0,60.0,2.0,1.0,2.7,1.0,Open balcony,Not available,Old Renovation,69000.0,USD,2023-06-20,1,40.18615270000001,44.5165206
Stone,0.0,0.0,5.0,70.0,2.0,1.0,2.75,4.0,Not available,Partial Furniture,Major Renovation,95000.0,USD,2023-06-20,1,40.2051737,44.4759851
Stone,0.0,0.0,4.0,42.0,2.0,1.0,3.2,2.0,Open balcony,By agreement,Major Renovation,726.6999999999999,AMD,2023-06-20,1,40.1856198,44.517895
Stone,0.0,0.0,5.0,74.0,3.0,1.0,2.75,2.0,Not available,Not available,Partial Renovation,105000.0,USD,2023-06-20,1,40.2053451,44.4984591
Stone,0.0,0.0,4.0,125.0,3.0,1.0,3.2,2.0,Multiple balconies,By agreement,Euro Renovation,0.0,unknown,2023-06-20,1,40.1855906,44.5193321
Stone,0.0,0.0,5.0,45.0,1.0,1.0,2.7,5.0,Closed balcony,Not available,Partial Renovation,75000.0,USD,2023-06-20,1,40.152739,44.4801535
Panels,0.0,1.0,9.0,96.0,3.0,1.0,2.75,8.0,Open balcony,Available,Major Renovation,338.0,AMD,2023-06-20,1,40.2059466,44.4570316
Monolith,1.0,1.0,8.0,100.0,4.0,2.0,3.0,8.0,Open balcony,Available,Major Renovation,350000.0,USD,2023-06-20,1,40.1998756,44.5084698
Panels,0.0,1.0,12.0,60.0,2.0,1.0,2.75,7.0,Multiple balconies,By agreement,Major Renovation,150000.0,USD,2023-06-20,1,40.2057999,44.5062259
Monolith,1.0,1.0,5.0,117.0,4.0,2.0,3.0,2.0,Open balcony,Available,Designer Renovation,405000.0,USD,2023-06-20,1,40.1934943,44.5099146
Stone,0.0,0.0,5.0,90.0,4.0,1.0,2.75,4.0,Multiple balconies,Available,Major Renovation,181000.0,USD,2023-06-20,1,40.2057999,44.5062259
Stone,0.0,0.0,5.0,100.0,4.0,1.0,2.8,5.0,Open balcony,Partial Furniture,Partial Renovation,131000.0,USD,2023-06-20,1,40.2094973,44.5140293
Panels,0.0,1.0,16.0,105.0,4.0,1.0,2.8,4.0,Not available,Available,Major Renovation,185000.0,USD,2023-06-20,1,40.1808465,44.52973859999999
Stone,0.0,0.0,5.0,85.0,3.0,1.0,2.8,5.0,Open balcony,Available,Cosmetic Renovation,346.45,AMD,2023-06-20,1,40.2057999,44.5062259
Panels,0.0,1.0,14.0,80.0,3.0,1.0,2.75,5.0,Closed balcony,Available,Major Renovation,190000.0,USD,2023-06-20,1,40.1844812,44.5059276
Stone,0.0,0.0,5.0,45.0,1.0,1.0,2.75,3.0,Closed balcony,By agreement,Partial Renovation,100000.0,USD,2023-06-20,1,40.2047454,44.5018408
Monolith,1.0,1.0,16.0,76.0,2.0,1.0,3.0,9.0,Open balcony,Not available,No Renovation,130000.0,USD,2023-06-20,1,40.2174401,44.5467774
Panels,0.0,1.0,9.0,90.0,4.0,2.0,2.75,4.0,Multiple balconies,Not available,Partial Renovation,106000.0,USD,2023-06-20,1,40.1763116,44.4583842
Stone,0.0,0.0,5.0,57.0,2.0,1.0,2.7,1.0,Closed balcony,Not available,Cosmetic Renovation,72000.0,USD,2023-06-20,1,40.1473621,44.4954327
Stone,0.0,0.0,5.0,90.0,3.0,2.0,3.0,2.0,Open balcony,Available,Major Renovation,360000.0,USD,2023-06-20,1,40.1820619,44.5208837
Stone,0.0,0.0,5.0,78.0,4.0,1.0,2.8,1.0,Multiple balconies,By agreement,Cosmetic Renovation,88000.0,USD,2023-06-20,1,40.1354426,44.5102789
Panels,0.0,1.0,9.0,96.0,3.0,1.0,2.75,8.0,Open balcony,By agreement,Major Renovation,197000.0,USD,2023-06-20,1,40.1792461,44.5095374
Panels,0.0,1.0,9.0,80.0,3.0,1.0,2.75,5.0,Closed balcony,Available,Cosmetic Renovation,283.92,AMD,2023-06-20,1,40.2028687,44.5337444
Panels,0.0,1.0,16.0,54.0,1.0,1.0,2.75,12.0,Closed balcony,Partial Furniture,Old Renovation,75000.0,USD,2023-06-20,1,40.2195155,44.5808963
Cassette,0.0,0.0,4.0,36.0,1.0,1.0,2.75,4.0,Closed balcony,Not available,Old Renovation,158.184,AMD,2023-06-20,1,40.1458683,44.4850918
Panels,0.0,1.0,12.0,94.0,3.0,2.0,2.75,4.0,Multiple balconies,Not available,Cosmetic Renovation,150000.0,USD,2023-06-20,1,40.1872023,44.515209
Panels,0.0,1.0,14.0,81.0,3.0,1.0,2.8,3.0,Closed balcony,By agreement,Major Renovation,105000.0,USD,2023-06-20,1,40.1379347,44.4787217
Panels,0.0,1.0,12.0,68.0,2.0,1.0,2.7,2.0,Closed balcony,By agreement,Designer Renovation,210000.0,USD,2023-06-20,1,40.1830977,44.510417
Monolith,1.0,1.0,11.0,68.0,3.0,1.0,2.75,6.0,Open balcony,Not available,Major Renovation,175000.0,USD,2023-06-20,1,40.2124197,44.5229777
Panels,0.0,1.0,9.0,42.0,1.0,1.0,2.75,4.0,Open balcony,Available,Major Renovation,71000.0,USD,2023-06-20,1,40.1719672,44.4581697
Panels,0.0,1.0,9.0,124.0,3.0,1.0,2.8,1.0,Open balcony,Partial Furniture,Euro Renovation,567.8399999999999,AMD,2023-06-20,1,40.1933576,44.4927759
Stone,0.0,0.0,2.0,77.0,3.0,1.0,3.0,1.0,Not available,Available,Designer Renovation,135000.0,USD,2023-06-20,1,40.1564276,44.510877
Stone,0.0,0.0,5.0,93.0,3.0,1.0,3.0,3.0,Closed balcony,Available,Major Renovation,330000.0,USD,2023-06-20,1,40.1771222,44.5222127
Panels,0.0,1.0,9.0,82.0,3.0,1.0,2.75,8.0,Multiple balconies,Partial Furniture,Major Renovation,102000.0,USD,2023-06-20,1,40.21997080000001,44.4359686
Monolith,1.0,1.0,10.0,104.0,3.0,1.0,3.0,3.0,Open balcony,By agreement,Euro Renovation,185000.0,USD,2023-06-20,1,40.2673847,44.628442
